id,message,from_id,year,month,day,hour,minute,second,reply,Huara_barrier,category,status
415043,شباب شافي شمرون دير شرف شو وضعهن ,5272229954,2023,3,9,19,56,45,"شافي شمرون سالك 
دير شرف مافي خاجز",0,answered,1
415044,كيف اشارات بيت ايل,5251991558,2023,3,9,19,57,5,سالكة,0,answered,1
415045,من نابلس لحوارة,5945109515,2023,3,9,19,57,5,,1,question,-1
415046,طريق المعرجات من رام الله على اريحا سالكه ,5609977671,2023,3,9,19,57,9,مافي اشي,0,answered,0
415048,"tamerabukhiz  لكي يتم قبولك في المجموعة  من فضلك  يجب ءلا يحتوي اسمك ولقبك على ءحرف روسية 
العقوبة تحذير 13 whiteexclamationmark",5811611567,2023,3,9,19,57,15,,0,question,-1
415051,فش اشي,5089013456,2023,3,9,19,57,43,,0,question,-1
415052,سعد  بطيرك,1827882971,2023,3,9,19,58,2,,0,question,-1
415053,كيف الطريق من طولكرم لنابلس,5238905891,2023,3,9,19,58,37,,0,question,-1
415054,شو وضع زعترا يتسهار طول كرم,6165163038,2023,3,9,19,59,13,سالك,0,answered,1
415055,عزبة شوفيه شو وضع المخصوم ,5884996854,2023,3,9,19,59,20,في مستوطنين,0,answered,0
415057,شو وضع واد قانا ل طولكرم ,1007112814,2023,3,9,20,0,3,سالكة,0,answered,1
415058,عوفرا سالك تماما,5082008351,2023,3,9,20,0,43,,0,question,-1
415060,الطريق من قلقيلية لنابلس كيف,5433411421,2023,3,9,20,1,1,سالك,0,answered,1
415061,رام الله نابلس سالكة ,1167335183,2023,3,9,20,1,1,,0,question,-1
415062,شو وضع الطرق من نابلس لطولكرم,2001120348,2023,3,9,20,1,16,,0,question,-1
415063,"ايتسهار سالك 
حاجز حواره سالك",5936036296,2023,3,9,20,1,25,,1,question,-1
415066,رام الله نابلس كيف ,1167335183,2023,3,9,20,1,54,سالك فش اشي,0,answered,1
415068,حاجز حواره كيف وضعه,5065974390,2023,3,9,20,2,14,مافي حاجز يلا روح,1,answered,0
415070,يا عمي بنحكي سالك,5936036296,2023,3,9,20,2,43,,0,question,-1
415071,قلقيلية وادي قانا زعترة الساوية سالك ما في اشي,1014253871,2023,3,9,20,2,46,,0,question,-1
415073,سيارة شرطة على زعترة للقادمين من رام الله,5912318119,2023,3,9,20,3,20,,0,question,-1
415074,منفذ العملية من سلفيت بحكو,5574459663,2023,3,9,20,3,53,نعلين,0,answered,0
415075,هل الحكي صحيح,5574459663,2023,3,9,20,4,1,,0,question,-1
415077,يا شباب بس احوال طرق مالنا,5274439027,2023,3,9,20,4,36,,0,question,-1
415078,هاد جروب بس الاوضاع الطرق,5089013456,2023,3,9,20,4,52,,0,question,-1
415079,من جروب اخباري رجاءا,5089013456,2023,3,9,20,5,2,,0,question,-1
415080,شباب طريق نابلس لطولكرم شو وضعها,2001120348,2023,3,9,20,5,3,,0,question,-1
415081,"شباب هاي احوال طرق مش صفحه رصد 
بعينكم الله",1827882971,2023,3,9,20,5,10,,0,question,-1
415082,لهلا سالك,1827882971,2023,3,9,20,5,21,طريق لطولكرم سالكه,0,answered,1
415085,شباب شو وضع يتسهار ,1037404570,2023,3,9,20,7,11,,0,question,-1
415086,صره  جيت لحد هسا سءلك فش اشي,5660442601,2023,3,9,20,7,13,,0,question,-1
415087,مخصوم عناب في اشي ,1810532197,2023,3,9,20,7,32,,0,question,-1
415088,واد قانا الفندق حاجز صرة كيف يا شباب,1824111871,2023,3,9,20,7,36,كلو سالك,0,answered,1
415089,شو وضع عناب,891919203,2023,3,9,20,8,0,سالك بالاتجاهين هي ترويحتي منه,0,answered,1
415093,ديرشرف والطنيب سالك,6142354798,2023,3,9,20,9,57,,0,question,-1
415094,زعتره سالكه,1831058721,2023,3,9,20,10,25,,0,question,-1
415095,الخارج من حاجز حواره ل بيتا كيف الوضع,1835700526,2023,3,9,20,10,41,سالك,1,answered,1
415096,شباب رام الله اريحا من جهة حزما وخط ٩٠ كيف ,1993144268,2023,3,9,20,10,45,,0,question,-1
415100,طريق نابلس سالكه,2001120348,2023,3,9,20,14,6,,0,question,-1
415101,من نابلس لسيله سالكه هيني بسيله,1063264380,2023,3,9,20,14,6,,0,question,-1
415102,كيف يتسهار شباب,1140207774,2023,3,9,20,14,26,سالك,0,answered,1
415103,شو وضع مخصوم شوفه,5037196302,2023,3,9,20,14,46,,0,question,-1
415104,وضع جيت للي جاي من قلقيليه يا اخوان كيف,5674180502,2023,3,9,20,14,49,,0,question,-1
415106,شباب كيف طريق اراءيل زعتره بيتا,5710247933,2023,3,9,20,15,49,سالكه,0,answered,1
415107,شو وضع مخصوم عزبة شوفه ,5037196302,2023,3,9,20,16,2,في عليه مستوطنين,0,answered,0
415108,سالك,5014476319,2023,3,9,20,16,5,,0,question,-1
415109,من قلقيلية لجيت,5014476319,2023,3,9,20,16,15,,0,question,-1
415112,شوفه يلي سالك,5037196302,2023,3,9,20,16,33,لا,0,answered,0
415114,حاجز عناب سالك,1580422381,2023,3,9,20,16,51,,0,question,-1
415116,سالك,5112766466,2023,3,9,20,17,5,,0,question,-1
415117,شو وضع مخصوم عزبة شوفه ,5112766466,2023,3,9,20,17,5,,0,question,-1
415118,شافي شيمرون,604692709,2023,3,9,20,17,24,سالك سالك,0,answered,1
415119,thumbsup,5163510555,2023,3,9,20,17,27,,0,question,-1
415120,الوضع ع طريق الخليل كريات اربع,5701248241,2023,3,9,20,17,37,,0,question,-1
415121,شافي شمرون سالك,5674180502,2023,3,9,20,17,37,,0,question,-1
415123,مشكورين,604692709,2023,3,9,20,18,9,,0,question,-1
415124,طريق الخليل بني نعيم,5701248241,2023,3,9,20,18,34,,0,question,-1
415125,كيف وضعها لو سمحتو,5701248241,2023,3,9,20,18,42,,0,question,-1
415126,طريق قلقيلية نابلس يتسهار دير شرف شافي شمرون  جميعهم سالك,5771216852,2023,3,9,20,18,50,,0,question,-1
415128,حومش شو وضعها,674480733,2023,3,9,20,19,42,,0,question,-1
415129,حواره كيف يا شباب,5142827812,2023,3,9,20,19,49,,1,question,-1
415130,فاتحه ولى مسكره,5142827812,2023,3,9,20,20,12,,0,question,-1
415131,حاجز عناب تفتيش,5442177003,2023,3,9,20,20,31,,0,question,-1
415132,حاجز طيار وتفتيش بين دوار بيتا وطلوع زعتره,1827882971,2023,3,9,20,21,4,,0,question,-1
415133,عناب سكر يا شباب,930539063,2023,3,9,20,21,24,,0,question,-1
415134,ما حد يجي من عناب,930539063,2023,3,9,20,21,30,لداخل لطولكرم ولا الخارج منها,0,answered,0
415136,طريق الخليل كريات اربع,5701248241,2023,3,9,20,22,12,,0,question,-1
415137,حاجز شوفة عليه مستوطنين وبكسرو بالسيارات,6159906934,2023,3,9,20,22,17,,0,question,-1
415138,للي خارج الداخل بعرفش,930539063,2023,3,9,20,22,25,,0,question,-1
415140,حد بعرف وضع حومش,674480733,2023,3,9,20,22,42,لاخر تحديث سالك,0,answered,1
415141,شافي شمرون سالك فش اشي,5014476319,2023,3,9,20,22,51,,0,question,-1
415143,دير شرف مريت من دقيقة سالك,1580422381,2023,3,9,20,23,25,,0,question,-1
415144,الي فايت على نابلس من حواره في اشي,5142827812,2023,3,9,20,23,39,لا,1,answered,0
415145,مسالخير,1216472736,2023,3,9,20,23,40,,0,question,-1
415146,طريق حواره كيف ازا ممكن,1216472736,2023,3,9,20,23,48,لحد هسا من دوار بيتا لنابلس سالكه,1,answered,1
415148,كيف الطريق من نابلس ل بورين,848038907,2023,3,9,20,24,13,,0,question,-1
415150,الطريق من رام الله لءريحا شو وضعها لو سمحتم,1721544161,2023,3,9,20,24,31,سالكة,0,answered,1
415152,كيف وضع كدوميم,5257922704,2023,3,9,20,24,47,سالكة اخي,0,answered,1
415154,يا شباب الطرق الي هسا مريت عنها دير شرف صرة كدوميم الفندق سالكات,5340301284,2023,3,9,20,24,53,,0,question,-1
415155,شو وضع عناب يا شباب,1810532197,2023,3,9,20,25,0,,0,question,-1
415157,مسكر,1953672838,2023,3,9,20,25,7,,0,question,-1
415158,شو وضع صرة,5445637815,2023,3,9,20,25,10,سالكة,0,answered,1
415159,مسكر,930539063,2023,3,9,20,25,13,عناب,0,answered,0
415160,عناب مسكر,1953672838,2023,3,9,20,25,15,,0,question,-1
415164,عناب مسكر للخارج من طولكرم,5534354498,2023,3,9,20,25,29,,0,question,-1
415165,طريق رام الله كيف,5837028960,2023,3,9,20,25,34,,0,question,-1
415166,حزما كيف شباب,1896029577,2023,3,9,20,25,37,,0,question,-1
415168,شو وضع الطريق من نابلس ل بورين,848038907,2023,3,9,20,25,43,سالك مافيها اشي,0,answered,1
415172,كيف وضع شيلو,5662947687,2023,3,9,20,26,39,,0,question,-1
415173,شافي شمرون سالك ,2017109663,2023,3,9,20,26,43,,0,question,-1
415174,دوار بيتا سالك مع تواجد للجيش موقفين سيارة فيها شباب,5089013456,2023,3,9,20,27,1,,0,question,-1
415175,شافي شمرون سالك,5014476319,2023,3,9,20,27,7,,0,question,-1
415176,من قلقيلية ل سيلة الظهر سالكة وما في اي شي على الطريق,845569776,2023,3,9,20,27,33,,0,question,-1
415177,جماعة ايش وضل بيت ايل ءمانة اي حدا عندو خبر يحكيلنل,1864509336,2023,3,9,20,28,44,اخر تحديث طريق نابلس رام الله سالكة,0,answered,1
415178,ا,1864509336,2023,3,9,20,28,46,,0,question,-1
415179,حاجز عناب مغلق,1571876102,2023,3,9,20,28,52,,0,question,-1
415180,برجعو السيارات,1571876102,2023,3,9,20,29,2,,0,question,-1
415181,عناب مغلق,1377118359,2023,3,9,20,29,6,,0,question,-1
415182,دوار يتسهار سالكة مع وجود جيش على الداور,5089013456,2023,3,9,20,29,6,,0,question,-1
415183,طريق الكفريات كيف شباب,1377118359,2023,3,9,20,29,36,سالكة,0,answered,1
415184,حومش سالكة,5014476319,2023,3,9,20,29,50,,0,question,-1
415186,دير شرف شو وضعه,5037196302,2023,3,9,20,30,7,,0,question,-1
415187,حوارة سالك ونظيف,5089013456,2023,3,9,20,30,33,,1,question,-1
415189,جيت يتسهار كيف ,1173372203,2023,3,9,20,31,41,سالك لهلا,0,answered,1
415192,زعتره,6284414743,2023,3,9,20,33,3,سالك,0,answered,1
415194,كيف صرة,6151337917,2023,3,9,20,35,34,سالكه,0,answered,1
415195,طريق الخليل,5701248241,2023,3,9,20,35,45,,0,question,-1
415196,كيف الطريق من قلقيلية لنابلس,6151337917,2023,3,9,20,35,55,,0,question,-1
415198,عناب مسكر للي طالع,5544801134,2023,3,9,20,36,26,,0,question,-1
415199,من نابلس لا رام الله,1322770085,2023,3,9,20,36,43,لحد عيون الحراميه سالكي,0,answered,1
415200,شو الوضع,1322770085,2023,3,9,20,36,47,,0,question,-1
415201,اغلاق عناب طريق واحده,5998665231,2023,3,9,20,36,51,,0,question,-1
415202,سالك,6284414743,2023,3,9,20,36,59,,0,question,-1
415203,السلام عليكم,5081893141,2023,3,9,20,37,35,,0,question,-1
415204,الطريق من قلقيليا لنابلس سالك,5081893141,2023,3,9,20,37,57,,0,question,-1
415205,شافي شومرون,930539063,2023,3,9,20,38,6,سالك,0,answered,1
415209,طريق واد قانا الفندق حاجز صرة نابلس سالكة,1824111871,2023,3,9,20,38,52,,0,question,-1
415210,شافي شيمرون سالك بس في تصليح على الطريق,604692709,2023,3,9,20,38,55,,0,question,-1
415211,عناب تفتيش للخارج,604692709,2023,3,9,20,39,3,,0,question,-1
415212,الخارج من طولكرم,604692709,2023,3,9,20,39,10,,0,question,-1
415213,عاجل مستوطنون يرشقون مركبات المواطنين بالحجارة قرب حاجز شوفة العسكري جنوب طولكرم,868566133,2023,3,9,20,40,6,,0,question,-1
415214,شو وضع دير شرف ,5037196302,2023,3,9,20,41,41,سالك,0,answered,1
415215,stopsignقرب شوفه طولكرم في مستوطنين,5998665231,2023,3,9,20,41,47,,0,question,-1
415216,شباب كي طيرق اتسهار,5494568110,2023,3,9,20,41,51,,0,question,-1
415217,وعناية يعني بفتشوا وبمرقوا ,5037196302,2023,3,9,20,42,4,,0,question,-1
415218,شباب كيف طريق ايتسهار,5494568110,2023,3,9,20,42,19,,0,question,-1
415219,في اشي عزعتره,1906484518,2023,3,9,20,42,19,,0,question,-1
415220,اتسهار سالك  تحرك للمستوطنين,5998665231,2023,3,9,20,42,49,في مستوطنين هسا ,0,answered,0
415221,يا اخوان بنا معلومات اكيده في اشي ع زعترة لنابلس,6284414743,2023,3,9,20,43,32,,0,question,-1
415222,شاڤي شمرون فاتح,1953672838,2023,3,9,20,43,57,,0,question,-1
415223,شو وضع طريق قلقيلية,1714633514,2023,3,9,20,44,2,,0,question,-1
415226,لمربعة سالك تمام,5473017885,2023,3,9,20,44,32,,0,question,-1
415228,في مستوطنين,6284414743,2023,3,9,20,45,18,سءال والا خبر ,0,answered,0
415229,لمربعة سالك تمام,5473017885,2023,3,9,20,45,24,,0,question,-1
415231,لا سءال,6284414743,2023,3,9,20,45,59,,0,question,-1
415232,شباي كيف دوار زعتره,1345477114,2023,3,9,20,46,6,,0,question,-1
415233,لا نايمين,868566133,2023,3,9,20,46,26,اكيد,0,answered,0
415234,هسا,868566133,2023,3,9,20,46,29,,0,question,-1
415236,اه اه,868566133,2023,3,9,20,46,44,,0,question,-1
415237,الدنيا برد شو بدو يطلعهم,868566133,2023,3,9,20,46,53,,0,question,-1
415238,شباب شو وضع طريق من حوارة على اريحا,5958645236,2023,3,9,20,46,58,,1,question,-1
415239,كيف طيرق,5958645236,2023,3,9,20,47,9,,0,question,-1
415240,طريق,5958645236,2023,3,9,20,47,13,,0,question,-1
415241,عناب مغلق للخارج من طولكرم,5755467029,2023,3,9,20,48,0,,0,question,-1
415242,يا اخوان تبعو ع نابلس,6284414743,2023,3,9,20,48,44,,0,question,-1
415243,اغلب الناس مروحين ع بيوتهم,6284414743,2023,3,9,20,48,58,,0,question,-1
415244,سالكه بيت ايل ,855553841,2023,3,9,20,49,14,,0,question,-1
415247,شباب كيف حاجز حوارة شو الوضع,1332172310,2023,3,9,20,51,27,للي طالع من نابلس,1,answered,0
415248,طريق قلقيلة نابلس سالكة ولا شو,5619952891,2023,3,9,20,51,46,,0,question,-1
415250,كلنا بنسءل فش حدا بجاوب ,855553841,2023,3,9,20,53,19,لانه الناس مروحة مش طالعه وما حدا مارق لهيك ما حدا مجاوب ما حدا اعطا تحديثات جديدة,0,answered,0
415251,شباب كيف طريق زعترة,5516761746,2023,3,9,20,53,38,,0,question,-1
415253,سالك,921390180,2023,3,9,20,53,57,,0,question,-1
415254,طريق قلقيليه نابلس,2091860339,2023,3,9,20,54,4,,0,question,-1
415255,كيف,2091860339,2023,3,9,20,54,6,,0,question,-1
415257,"دير شرف سالك 
صرة سالك 
يتسهار سالك 
عناب مغلق وتفتيش 
بين بيتا وزعترة تفتيش",1079951636,2023,3,9,20,54,37,,0,question,-1
415258,زعترة لبديا,5516761746,2023,3,9,20,54,57,,0,question,-1
415259,شيلو سالك,1651851967,2023,3,9,20,54,57,,0,question,-1
415260,كيف,5516761746,2023,3,9,20,54,59,,0,question,-1
415261,جب جيش باب شيلو,1651851967,2023,3,9,20,55,7,,0,question,-1
415262,ل,857869035,2023,3,9,20,55,20,,0,question,-1
415263,شباب طريق طولكرم بيت لحم سالكة,1463857587,2023,3,9,20,55,31,حدا يرد شباب ضروري,0,answered,0
415264,شباب طريق زعترة,5516761746,2023,3,9,20,56,5,,0,question,-1
415265,طريق رامالله بيت لحم,1916818322,2023,3,9,20,56,10,,0,question,-1
415266,احتمال في تجمع,1651851967,2023,3,9,20,56,14,,0,question,-1
415267,شو وضعها,1916818322,2023,3,9,20,56,16,,0,question,-1
415269,رجاءا حد يفيدنا,1916818322,2023,3,9,20,56,27,,0,question,-1
415270,شو وضع زعترة,5374573127,2023,3,9,20,56,27,,0,question,-1
415271,دوار زعتره كيف,1345477114,2023,3,9,20,57,31,,0,question,-1
415274,طريق رام الله كلها سالكة دقيقتين بنوصل زعترة بءكدلكم الوضع,2136597484,2023,3,9,20,58,44,,0,question,-1
415277,شوي,1540751465,2023,3,9,20,59,57,,0,question,-1
415278,فتت,1540751465,2023,3,9,20,59,57,,0,question,-1
415281,نابلس,1540751465,2023,3,9,21,0,50,,0,question,-1
415283,بيرزيت لنابلس سالك,921390180,2023,3,9,21,1,12,,0,question,-1
415284,طريق قلقيلية ل نابلس سالك فش حواجز,1540751465,2023,3,9,21,1,27,,0,question,-1
415285,شباب شو وضع الطريق للي طالع من قلقيلية لنابلس,5493147924,2023,3,9,21,1,31,سالك,0,answered,1
415286,يخلف اخوي,5493147924,2023,3,9,21,1,59,,0,question,-1
415288,مخصوم شوفه ايش وضعو شباب,5260324678,2023,3,9,21,3,1,,0,question,-1
415289,فش اشي ع طريق,1540751465,2023,3,9,21,3,11,,0,question,-1
415290,الطريق من حومش لمفرق برقة سالك مع وجو الجيش في مدخل برقة,1079951636,2023,3,9,21,3,33,,0,question,-1
415291,من الخليل لنابلس,1399520832,2023,3,9,21,3,56,صرت عند مخماس لحد الان ما في اي اشي,0,answered,0
415292,حاجز حوارة سالك  الاتجاهين,1332172310,2023,3,9,21,4,32,,1,question,-1
415294,الطريق من قلقيليه لنابلس سالكه,5914118763,2023,3,9,21,5,33,,0,question,-1
415299,حبيبنا بالخدمة heartsuit,5001119818,2023,3,9,21,6,59,,0,question,-1
415300,حاجز زعترة حوارة فاتح,5815087158,2023,3,9,21,7,20,اخوي السءال بده علامة سءال  انا عملت لايك قلت طمنتني,1,answered,0
415301,شو وضع الفندق,5774800394,2023,3,9,21,9,22,,0,question,-1
415302,حاجز زعترة حوارة فاتح حدا يرد يا عمي,5815087158,2023,3,9,21,9,58,,1,question,-1
415304,طلوع زعتره,5474120821,2023,3,9,21,10,36,,0,question,-1
415306,زعتره فاضيه,732947283,2023,3,9,21,10,59,,0,question,-1
415307,سالكه,732947283,2023,3,9,21,11,14,,0,question,-1
415309,شو وضع الفندق,5774800394,2023,3,9,21,11,31,,0,question,-1
415311,مراسل قناة 13 العبرية الحدث في بيتار عيليت قرب القدس انتهى بمعجزة  كادت ءن تقع عملية كبيرة  ما تم العثور عليه عبوة ناسفة مجهزة بشكل جيد,5086200692,2023,3,9,21,12,6,,0,question,-1
415312,حومش فاتح ,6058074054,2023,3,9,21,13,28,سالكه,0,answered,1
415313,كيف وضع صرة,5008001748,2023,3,9,21,13,57,,0,question,-1
415314,حد يرد يا شباب,6058074054,2023,3,9,21,13,59,,0,question,-1
415318,طريق اريحا نابلس سالكه من الحمرا ولا مسرخ,5374931228,2023,3,9,21,15,2,,0,question,-1
415319,للمعلومه فقط,5374931228,2023,3,9,21,15,8,,0,question,-1
415320,من نابلس ءلى حواره كيف طريق,1768655533,2023,3,9,21,15,44,سالكة,1,answered,1
415322,من اريحا لتساهر لدير شرف للسيلة سالكة,5134999606,2023,3,9,21,16,40,,0,question,-1
415323,عناب بحكوا في تفتيش,5134999606,2023,3,9,21,16,54,,0,question,-1
415324,شباب ايش وضع الطريق من بير نبالا على قلنديا,2046130223,2023,3,9,21,18,10,,0,question,-1
415325,كيف طريق من نابلس لطولكرم وكيف وضع حاجز عناب ودير شرف,6174669099,2023,3,9,21,18,14,,0,question,-1
415326,شوفه شو وضعو شباب,5672755473,2023,3,9,21,18,19,عاجل  تجمع للمستوطنين على حاجز شوفة وتكسير للسيارت,0,answered,0
415327,هيني ع دير شرف نازل ع طولكرم,1959559548,2023,3,9,21,18,40,شوفلي الوضع على دير ضرف وعناب,0,answered,0
415328,بالله عليكم قلنديا سالك,2046130223,2023,3,9,21,18,42,,0,question,-1
415329,الي مرق من هناك,2046130223,2023,3,9,21,18,51,,0,question,-1
415330,بس اوصل بخبركم,1959559548,2023,3,9,21,18,54,رد خبر عالسريع ظروري,0,answered,0
415333,شو وضع حوارة,5544801134,2023,3,9,21,19,11,سالكة,1,answered,1
415334,يلا شوي وبوصل دير شرف,1959559548,2023,3,9,21,19,19,,0,question,-1
415337,شباب قلنديا الله يعزكم,2046130223,2023,3,9,21,19,40,سالكة توكل ع الله,0,answered,1
415338,كيف الطريق عليها,2046130223,2023,3,9,21,19,49,,0,question,-1
415339,للضروره,2046130223,2023,3,9,21,19,53,,0,question,-1
415340,شباب من طولكرم لنابلس كيف الطريق,1044488852,2023,3,9,21,19,56,مسكر,0,answered,0
415347,شو وضع محسوم زعيم,5929697377,2023,3,9,21,20,46,,0,question,-1
415349,شو وضع محسوم زعيم,5929697377,2023,3,9,21,21,6,من ساعه كان فاضي وسالك,0,answered,1
415352,عناب مسكر,744694171,2023,3,9,21,21,37,بحكو سالك  تابعو التعليقات,0,answered,1
415354,شو طريق البديل بدل عناب,6174669099,2023,3,9,21,22,50,اطلع من طريق بزاريا على رامين ومن رامين اطلع على نابلس,0,answered,0
415355,عناب سالك,5134999606,2023,3,9,21,22,55,فاضي فش علي حاجز,0,answered,1
415357,عناب فاتح,5672755473,2023,3,9,21,23,43,,0,question,-1
415358,سالك,6174669099,2023,3,9,21,23,49,,0,question,-1
415359,كيف حاجز حواره,1159092317,2023,3,9,21,23,55,,1,question,-1
415361,ولا اشي على عناب,5134999606,2023,3,9,21,24,5,,0,question,-1
415362,ثواني بكون علبه,1959559548,2023,3,9,21,24,12,,0,question,-1
415363,هيني قطعت دير شرف فاضي,1959559548,2023,3,9,21,24,17,,0,question,-1
415366,هسا هسا قطعت عناب ولا مصرخ عليه,5134999606,2023,3,9,21,24,50,,0,question,-1
415367,حواره البلد طريق يتسهار سالك,5474120821,2023,3,9,21,25,6,,1,question,-1
415369,الطريق طبيعيه ما في اي اشي,702188928,2023,3,9,21,25,44,,0,question,-1
415370,حاجز بيت فوريك عليه اشي,5442074990,2023,3,9,21,26,0,,0,question,-1
415372,شافي شمرون اعمال عالطريق,1959559548,2023,3,9,21,26,43,,0,question,-1
415373,السير واقق,1959559548,2023,3,9,21,26,46,,0,question,-1
415374,واقف,1959559548,2023,3,9,21,26,48,,0,question,-1
415378,من نابلس لطولكرم سالكه الطريق تمام فقط اشغال على الطريق عند مفرق الجنيدي دير شرف والطنيب وحاجز عناب كله سالك حاليا,1557932670,2023,3,9,21,27,33,,0,question,-1
415379,سالك دير شرف,5213008099,2023,3,9,21,27,57,شالك,0,answered,0
415380,طريق حواره كيف ,6210089620,2023,3,9,21,27,59,,1,question,-1
415381,انا طالع من رام الله علا نابلس ان شاءالله خير,5078958866,2023,3,9,21,28,8,,0,question,-1
415383,جيت سالك,5474120821,2023,3,9,21,28,15,,0,question,-1
415384,س,1959559548,2023,3,9,21,28,16,,0,question,-1
415385,طريق طولكرم عليها اشي,5213008099,2023,3,9,21,28,23,سالك,0,answered,1
415388,لحد رامين,1959559548,2023,3,9,21,28,38,,0,question,-1
415389,طريق رام الله نابلس,1012540360,2023,3,9,21,28,43,,0,question,-1
415390,كيف,1012540360,2023,3,9,21,28,45,,0,question,-1
415392,هيني رايح ع عناب,1959559548,2023,3,9,21,28,49,,0,question,-1
415393,حرارة  زعترة سالكة,5544801134,2023,3,9,21,28,52,,0,question,-1
415394,و,5544801134,2023,3,9,21,28,52,,0,question,-1
415395,شو وضع صره,5345404439,2023,3,9,21,29,44,سالك,0,answered,1
415396,شو وضع شوفيه,1741482170,2023,3,9,21,30,3,,0,question,-1
415397,طمنونا يا جماعه كيف طريق حواره ولداخل ع نابلس ,6210089620,2023,3,9,21,30,18,سالك,1,answered,1
415400,عناب سالك تماما,1959559548,2023,3,9,21,31,9,,0,question,-1
415403,وزعتره سءلك وفاضي ما في اي اشي عليه,702188928,2023,3,9,21,32,15,,0,question,-1
415404,الطريق من بديا الى نابلس شو الوضع,5257931263,2023,3,9,21,35,5,,0,question,-1
415405,الطريق من نابلس لرام الله كيف حاليا شباب,5518933416,2023,3,9,21,35,23,,0,question,-1
415406,شو وضع طريق نابلس طولكرم,5126856837,2023,3,9,21,35,25,مستوطنين عشوفة,0,answered,0
415409,تساهر حوارة دير شرف زعترة سالكات,5134999606,2023,3,9,21,36,16,,1,question,-1
415410,شباب الله يسعد مساكم بدي اسءلكم معبر قلنديا فاتح ,5059318970,2023,3,9,21,37,1,,0,question,-1
415411,"كامل خط حوارة الرءيسي سالك 

دوار سلمان الفارسي سالك بكل الاتجاهات",5912318119,2023,3,9,21,37,15,,1,question,-1
415412,كمان مرة يا شباب معبر قلنديا فاتح,5059318970,2023,3,9,21,37,43,,0,question,-1
415413,حومش سالك ل هسا ,6058074054,2023,3,9,21,38,22,,0,question,-1
415414,يخوان بدي رد ضروري عن ءذنكم,5059318970,2023,3,9,21,39,10,,0,question,-1
415415,فاتح معبر قلنديا ءو لا,5059318970,2023,3,9,21,39,18,لا سكروه,0,answered,0
415417,طولكرم نابلس شو وضعها,5757033860,2023,3,9,21,40,15,,0,question,-1
415420,شباب الي طالع على رام الله يبعتلي,1235619268,2023,3,9,21,42,2,,0,question,-1
415421,انا بنابلس بدي اطلع على رام الله,1235619268,2023,3,9,21,42,23,,0,question,-1
415423,مصادر عبرية  منفذ العملية معتز خواجة 23 عاما من قرية نعلين في رام الله,1682554306,2023,3,9,21,43,40,,0,question,-1
415424,مصادر عبرية 60 ءلف مستوطن داخل بيتار عيليت المقامة على ءراضي بيت لحم محتجزون في منازلهم بسبب حدث غير عادي,1682554306,2023,3,9,21,43,40,,0,question,-1
415425,بلشناfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1682554306,2023,3,9,21,43,41,,0,question,-1
415426,اذا في سيارة طالعة على رام الله يحكيلي,1235619268,2023,3,9,21,43,56,سالك اخوي ما في شي,0,answered,1
415427,من نابلس ل حواره سالك,5159262478,2023,3,9,21,44,14,,1,question,-1
415429,طولكرم نابلس شو وضعو,5269212953,2023,3,9,21,45,47,حاليا سالك مع اعمال عالطريق عند طريق الجنيدي,0,answered,1
415432,شباب شو وضع طريق المربعة ,1078340066,2023,3,9,21,50,43,سالكة,0,answered,1
415434,زعترا فاضيه,5078958866,2023,3,9,21,52,14,,0,question,-1
415435,شباب معبر حزما فاتح ,5059318970,2023,3,9,21,52,47,للي داخل القدس تفتيش وفاتح,0,answered,1
415437,شو وضع طريق من نابلس لطولكرم,6174669099,2023,3,9,21,53,29,ياقلبي الطريق منيحه بس في اعمال صيانه عند طريق الجنيدي والسير ماشي,0,answered,1
415442,طريق ال ١٧ كيف,5981309481,2023,3,9,21,59,11,سالكة,0,answered,1
415444,شو وضع طريق قلقيليه نابلس,567430719,2023,3,9,22,1,37,,0,question,-1
415445,من حواره ل ءماتين سءلك ميه بالميه وءعمال ع الطريق عند جيت,1933356450,2023,3,9,22,3,38,,1,question,-1
415446,شو وضع حاجز حواره,1159092317,2023,3,9,22,4,4,,1,question,-1
415447,حوارة سالك,5696091275,2023,3,9,22,5,0,,1,question,-1
415448,الطلعه لرام الله كيف,5703385911,2023,3,9,22,8,15,,0,question,-1
415449,شباب الطريق من نابلس لرام الله ,5703385911,2023,3,9,22,8,40,,0,question,-1
415450,حواره وزعتره سالكي ما في اشي,6284414743,2023,3,9,22,9,39,,1,question,-1
415451,في حدى بعرف كيف وضع الطريق من نابلس لرام الله ,5703385911,2023,3,9,22,9,53,فاضية,0,answered,1
415453,سالك فش حواجر من حوارة للرام الله,5696091275,2023,3,9,22,10,16,,1,question,-1
415455,هلء روحت من رام الله على نابلس,6284414743,2023,3,9,22,10,21,,0,question,-1
415458,بعملو صيانة للطريق,6063621203,2023,3,9,22,14,6,,0,question,-1
415459,"سلفيت 
سعت 23Happyfacesmiley6 قيام جيش الاحتلال المتواجد على  حاجز ديربلوط  بءطلاق النار على مركبة قد اشتبهوا بها  كانت تسير بسرعة عالية  علما ءن المركبة قد لاذت بالفرار باتجاه بلدة رافات  ولم نبلغ حتى هذه اللحظة عن وقوع ءصابات بالارواح 
جاري المتابعة",1203291971,2023,3,9,22,14,42,,0,question,-1
