id,message,from_id,year,month,day,hour,minute,second,reply
412161,سالك,5836487180,2023,3,8,13,17,33,
412162,حاجز حوارة,1410379345,2023,3,8,13,18,33,
412163,سالك ؟؟,1410379345,2023,3,8,13,18,50,
412164,بوابة عين يبرد فاتح ولا لا ؟,815966002,2023,3,8,13,19,13,
412165,️ اشارات عيون الحرامية سالكة,946490964,2023,3,8,13,19,27,
412166,️ بوابة عين يبرود فاتحة,946490964,2023,3,8,13,19,36,
412167,كيف حاجز حواره,1771121198,2023,3,8,13,19,42,
412168,حاجز صره حدا عندو علم,5217930940,2023,3,8,13,19,43,سالك
412169,️ اشارات عوفرا سالكة,946490964,2023,3,8,13,19,45,
412170,شوفي الطريق على حزما,5569510948,2023,3,8,13,20,1,
412171,سالك,6093960566,2023,3,8,13,20,10,
412172,سالكه,5466163669,2023,3,8,13,22,32,
412173,سالك,5466163669,2023,3,8,13,22,32,
412174,,5466163669,2023,3,8,13,22,32,
412175,لسا واقفة انتبهو,946490964,2023,3,8,13,24,19,
412176,️ اشارات بيت ايل سالكة,946490964,2023,3,8,13,24,31,
412177,الحمرا سالك بالاتجاهين  فاضي,5577740844,2023,3,8,13,24,53,
412178,مرحبا شباببوابة تل مغتوحة؟,5822213170,2023,3,8,13,25,12,لا
412179,حاجز عتاب شو وضعه ؟,1825355523,2023,3,8,13,25,29,
412180,عناب,1825355523,2023,3,8,13,25,34,
412181,عناب سالك,6093960566,2023,3,8,13,25,38,
412182,شكرا,1825355523,2023,3,8,13,26,31,
412183,لا,946490964,2023,3,8,13,26,48,
412184,طريق اريحا رام الله كيف يخوان,1991251829,2023,3,8,13,28,51,سالكة
412185,كيف وضع حاجز حوارة,1812658065,2023,3,8,13,29,27,سالك
412186,سالك,1079951636,2023,3,8,13,29,40,
412187,سالكة,1079951636,2023,3,8,13,29,44,
412188,حاجز حوارة ورعتره نظاف,1887156416,2023,3,8,13,35,1,
412189,طريق اريحك سالكه,1887156416,2023,3,8,13,35,18,
412190,صره شو وضعها,5738408231,2023,3,8,13,35,40,
412191,كيف الطريق من رام الله إلى طولكرم,5210168216,2023,3,8,13,36,3,سالكة
412192,في شب,5210168216,2023,3,8,13,36,6,
412193,شي,5210168216,2023,3,8,13,36,9,
412194,,6154744757,2023,3,8,13,36,33,
412196,سالكة,946490964,2023,3,8,13,37,1,
412197,️ طريق حزما ازمة ماشية,946490964,2023,3,8,13,37,21,
412198,شكرا,5210168216,2023,3,8,13,37,35,
412199,شباب شو وضع حوارة و زعترة,1771121198,2023,3,8,13,43,27,
412200,حوارة سالكة يا اخوان؟,1288421568,2023,3,8,13,43,44,
412201,شكرآ,1771121198,2023,3,8,13,44,7,
412202,ديروا بالكم يا شباب طريق رام الله ملان شرطه,1620978988,2023,3,8,13,44,21,
412203,شو وضع الطريق من اريحا لرام الله,2118074948,2023,3,8,13,46,44,
412204,سياره شرطه نزول عيون الحراميه,5003860179,2023,3,8,13,47,29,
412205,عند رمزون,5003860179,2023,3,8,13,47,40,
412206,مدخل طريق مخماس حاجز شرطة,1620978988,2023,3,8,13,47,48,
412207,,5003860179,2023,3,8,13,48,11,
412209,"دموع  أرسل رابط  بدون إذن 
العقوبة مكتوم  حتى 09032023 0248",5811611567,2023,3,8,13,48,20,
412210,شو وضع حوارة,1288421568,2023,3,8,13,48,34,
412211,هسه هاي السياره سحبوا سياره,1620978988,2023,3,8,13,49,12,
412212,حواره ساك,1960864738,2023,3,8,13,49,12,
412213,سالك,1960864738,2023,3,8,13,49,15,
412214,من رام الله لا عند البن ملان شرطه,5003860179,2023,3,8,13,49,17,
412215,حاجز صرة ؟,2028214822,2023,3,8,13,49,22,سالك فش اشي
412216,شو وضع اتسهار,5887644307,2023,3,8,13,50,27,
412217,جنين شو الوضع مداخل كيف,5612798543,2023,3,8,13,51,34,
412218,كيف طريق المربعه,5775554226,2023,3,8,13,51,36,
412219,لسا الشرطه على مفرق الساويه ؟,1043878291,2023,3,8,13,51,44,
412221,"يا اخوان يسعد مساكم طالع من الخليل ع جنين
كيف الوضع",5612798543,2023,3,8,13,52,35,اذا مش مطر عالمشوار اطلع بكرة بدري
412222,اتوكل ع الله فش اشي,946490964,2023,3,8,13,53,28,اذا بتطلع بكرة بدري احسن مشوارك طويل
412223,سالك فش اشي,1219969393,2023,3,8,13,54,3,
412224,نابلس رام الله,6283759187,2023,3,8,13,56,2,سالكة بس شرطة ملان
412225,سالكة بس شرطة ملان,946490964,2023,3,8,13,56,21,
412226,يخلف صديقي,6283759187,2023,3,8,13,56,34,
412227,يسعد مساكم جميعا شو وضع حوارة فاتح ؟,5881819483,2023,3,8,13,56,44,فاتح
412228,اذا بتطلع بكرة بدري احسن مشوارك طويل,5688092966,2023,3,8,13,56,54,
412229,فاتح,946490964,2023,3,8,13,56,54,
412230,اذا مش مطر عالمشوار اطلع بكرة بدري,5688092966,2023,3,8,13,57,33,
412231,حواره وزعتره سالك,5998665231,2023,3,8,13,57,49,
412233,زعترة طلوع نزول ولا سياره سالكه,5773940825,2023,3,8,13,58,12,
412234,حشان في دوريات شرطة,5998665231,2023,3,8,13,58,34,والله منتشرين اليوم
412235,حاجز  شفا شمرون سالك,5040614189,2023,3,8,13,59,13,
412236,شباب الخبار هون  يلي بدو يسأل يكون قريب لنو وضع الحواجز كل دقيقه شي جديد  تعميم,5998665231,2023,3,8,14,0,12,
412237,والله منتشرين اليوم,1620978988,2023,3,8,14,1,37,
412238,قي سيارة خربانة,946490964,2023,3,8,14,2,26,هيك الطف
412239,هيك الطف,1620978988,2023,3,8,14,2,45,
412240,حادث بحوارة وبداية ازمة,5773940825,2023,3,8,14,2,47,
412241,بعد دوار عينابوس باتجاه نابلس,5773940825,2023,3,8,14,3,19,
412242,️ طريق حزما عناتا سالكة,946490964,2023,3,8,14,4,7,
412243,يتسهار فاضي,5773940825,2023,3,8,14,4,10,
412244,شو أخبارك اديسيئو,1229141203,2023,3,8,14,4,27,سالك
412245,سالك,946490964,2023,3,8,14,4,50,
412246,,5773940825,2023,3,8,14,5,38,
412247,جزاكم الله خير الجزاء,1229141203,2023,3,8,14,5,55,
412248,سياره شرطه عند مخماس كيا,5259104132,2023,3,8,14,9,28,
412249,شباب شو وضع الجسر فاتح والا مسكر ؟,5869197220,2023,3,8,14,10,6,الجسر اليوم للساعه 8
412250,دير شرف مسكره ؟ ولا سالك,5075838365,2023,3,8,14,10,45,سالكة لهسه
412251,ش وضع قلنديا ؟,5208717114,2023,3,8,14,10,48,"قلنديا سالك
عند الرام شباب بتجهز حاله للجيش بس ما في جيش"
412252,فاتح لمفروض,1278989564,2023,3,8,14,10,59,
412253,فاتح يخوي,5261711338,2023,3,8,14,11,5,
412254,سالكة لهسه,1278989564,2023,3,8,14,11,12,
412255,"قلنديا سالك
عند الرام شباب بتجهز حاله للجيش بس ما في جيش",5259104132,2023,3,8,14,11,47,حاليا عليه جيش و مواجهات
412256,الجسر اليوم للساعه 8,1827882971,2023,3,8,14,13,7,
412257,شباب,1834867710,2023,3,8,14,13,14,اه
412258,كيف الوضع عزعترة,1834867710,2023,3,8,14,13,18,سالك
412259,اه,1827882971,2023,3,8,14,13,18,
412260,سالكة ولا شو,1834867710,2023,3,8,14,13,20,
412261,سالك,1827882971,2023,3,8,14,13,23,
412262,️ دوار عدي التميمي سالك,946490964,2023,3,8,14,13,27,
412263,ماشي يسلمو,1834867710,2023,3,8,14,13,43,
412264,️ العيزرية حركة سير طبيعية,946490964,2023,3,8,14,13,43,
412265,بيت ايل,5259104132,2023,3,8,14,14,17,
412266,في اشي ع بوابة اللبن,1158114026,2023,3,8,14,14,34,كان في شرطه زمان بس هلا سالكه
412267,؟؟؟,1158114026,2023,3,8,14,14,36,
412268,كان في شرطه زمان بس هلا سالكه,1827882971,2023,3,8,14,14,59,
412270,شو وضع المربعة شباب؟,5162918185,2023,3,8,14,16,47,لاخر تحديث سالك
412271,شو وضع طريق حواره,1201675316,2023,3,8,14,18,31,
412272,طريق زعترة وحوار كيف يا شباب؟,824542592,2023,3,8,14,18,41,ماعليهم اشي السير ماشي
412273,عوفرا,5259104132,2023,3,8,14,18,57,
412274,؟,5162918185,2023,3,8,14,19,7,
412275,شو وضع حوارة,5157310412,2023,3,8,14,20,32,حركه سير ماشيه
412276,لاخر تحديث سالك,1827882971,2023,3,8,14,20,42,
412277,حركه سير ماشيه,1827882971,2023,3,8,14,20,46,
412278,ماعليهم اشي السير ماشي,1827882971,2023,3,8,14,20,56,
412279,صره كيف شباب,5252564296,2023,3,8,14,21,40,سالك
412280,سالك,1079951636,2023,3,8,14,21,52,
412281,,5252564296,2023,3,8,14,22,24,
412282,,6125648098,2023,3,8,14,22,25,سالك تماما
412283,شكرا,5252564296,2023,3,8,14,22,29,
412284,جميعه سالك,1079951636,2023,3,8,14,22,58,عشت
412285,يسلمو,6125648098,2023,3,8,14,23,32,
412286,️,5252564296,2023,3,8,14,23,41,
412287,زعترة سالك,1299856867,2023,3,8,14,23,51,
412288,️ حاجز الكونتينر ازمة,946490964,2023,3,8,14,24,5,
412289,,946490964,2023,3,8,14,24,21,
412290,عيون الحرميه,5259104132,2023,3,8,14,24,32,
412291,شباب شو وضع حوارة وزعتره,5222555196,2023,3,8,14,26,7,سالكات
412292,سالكات,1278989564,2023,3,8,14,27,41,
412293,عشت,6125648098,2023,3,8,14,28,43,
412294,شباب انا هسا فتت نابلس اجيت من سلفيت واد كانا لنابلس سالكه,5790274611,2023,3,8,14,30,47,
412295,كيف وضع الحمرة شباب؟,5149207599,2023,3,8,14,31,45,هلأمرقت سالكة
412296,شيلو,5259104132,2023,3,8,14,31,52,
412297,عيلي سالك,5259104132,2023,3,8,14,31,59,
412298,هلأمرقت سالكة,5508363540,2023,3,8,14,32,36,
412300,"شباب طريق المعرجات اريحا شو وضعه
واريحا بشكل عام كيف امورها",1443933260,2023,3,8,14,33,8,
412302,حوارة سالك,1299856867,2023,3,8,14,33,17,
412303,الداخل والخارج ع نابلس حركة سير طبيعية,1278989564,2023,3,8,14,33,58,
412304,دوار يتسهار سالك تماما دون ازمات,1278989564,2023,3,8,14,35,22,
412305,دوار عينابوس فاضي,1278989564,2023,3,8,14,37,12,
412306,"حاجز عناب طولكرم سالك ونظيف 
دير شرف سالك 
حاجز صرة سالك ونظيف",5912318119,2023,3,8,14,37,25,
412307,محلات حوارة فاتحة؟,824542592,2023,3,8,14,37,26,مغلقة
412308,مغلقة,1278989564,2023,3,8,14,37,44,
412309,دوار بيتا سالك مع تواجد للجيش,1278989564,2023,3,8,14,38,43,طول عمرهم ع دوار بلدنا بضلهم واقفين بسووش اشي
412310,طول عمرهم ع دوار بلدنا بضلهم واقفين بسووش اشي,5433091299,2023,3,8,14,39,8,
412311,طلوع زعترة سالك بالاتجاهين,1278989564,2023,3,8,14,40,21,
412312,في جيش على المربعة؟,664521482,2023,3,8,14,40,46,لا حاليا
412313,في تفتيش؟,664521482,2023,3,8,14,40,53,
412314,لا حاليا,1827882971,2023,3,8,14,41,31,
412315,"دوار زعترة سالك
الجاي من رام الله ازمة خفيفة 
من قبلان فاضي",1278989564,2023,3,8,14,42,3,
412316,زعتره سالك,5259104132,2023,3,8,14,43,7,
412317,شباب في اشي على دير شرف و شافي شمرون,5176271037,2023,3,8,14,44,47,؟؟؟
412318,طريق قلقيلة فاتحه عادي,5388888820,2023,3,8,14,45,9,
412319,حاجز الكونتينر ازمة خانقة,946490964,2023,3,8,14,45,16,
412320,شو وضع الطريق من رام الله لنابلس,5910250324,2023,3,8,14,45,23,سالكه وصلت حواره من رام الله ما في اي مشاكل
412321,صره كيف وضعه,2054322851,2023,3,8,14,45,35,
412322,شو الوضع على طريق قلقيلة,5388888820,2023,3,8,14,45,49,
412323,"️خط ارئيل سالك
️دوار ارئيل سالك",1278989564,2023,3,8,14,46,1,
412324,من نابلس لجنين  طريق عصيرة شو وضعه ؟؟؟,5311963744,2023,3,8,14,46,37,
412325,سالكه وصلت حواره من رام الله ما في اي مشاكل,5259104132,2023,3,8,14,46,55,
412326,؟؟؟,5176271037,2023,3,8,14,47,22,ربع ساعه ان شاء الله بكون هناك بخبرك
412327,النبي صالح مواجهات ومغلق حاليا البديل روابي او ام صفا,1557932670,2023,3,8,14,47,43,
412328,دوار سلمان الفارسي سالك ميه ميه,5259104132,2023,3,8,14,48,42,
412329,ربع ساعه ان شاء الله بكون هناك بخبرك,5259104132,2023,3,8,14,49,10,اخي يسلمو هيني وسلط ما في اشي
412330,شباب حدا بعرف اشي عن الطريق من رام الله لاريحا؟,5732222994,2023,3,8,14,49,22,
412331,انشاءالله,5176271037,2023,3,8,14,49,23,
412332,شباب حواره سالك,6152009820,2023,3,8,14,50,25,سالك
412333,دير شرف شو وضعو يا شباب,5658006433,2023,3,8,14,53,22,سالك
412334,إغلاق حاجز Dco على المدخل الجنوبي لمدينة أريحا وأزمة خانقة جدا بالطريق,5433091299,2023,3,8,14,54,17,
412335,سالك,5176271037,2023,3,8,14,54,29,
412336,سالك,5433091299,2023,3,8,14,54,40,
412337,حاجز النبي صالح,5341147817,2023,3,8,14,54,58,
412338,اخي يسلمو هيني وسلط ما في اشي,5176271037,2023,3,8,14,55,2,بسلامه يا رب
412339,"يتسهار 
حاجز صره 
مفرق جيت سالك",5259104132,2023,3,8,14,55,46,
412340,"من بيرزيت لمدخل اللبن الشرقيه 
سالك تماما",5325563487,2023,3,8,14,56,6,
412341,بسلامه يا رب,5259104132,2023,3,8,14,56,34,
412342,شكرا,5658006433,2023,3,8,14,56,52,
412345,حاجز حواره كيف,1159092317,2023,3,8,14,59,28,اخر الاخبار انه سالك
412346,,5325563487,2023,3,8,15,0,45,
412347,اخر الاخبار انه سالك,5433091299,2023,3,8,15,0,56,
412348,زعتره سالك للداخل والخارج,5325563487,2023,3,8,15,1,0,
412349,سيارة شرطه واقفه على زعتره للي طالع,5325563487,2023,3,8,15,2,27,
412350,مسا الخير شباب بدي اطلع من نابلس على جنين كيف الطريق على شافي شمرون,5262692518,2023,3,8,15,4,16,
412352,"الطنيب 
دير شرف 
شافي شمرون سالك",5259104132,2023,3,8,15,4,37,
412353,حاليا عليه جيش و مواجهات,5208717114,2023,3,8,15,4,51,"قبل ساعه بعتلك 
بعين الله"
412354,شباب طريق رام الله جنين سالكه ؟,5187972433,2023,3,8,15,5,45,سالكه هيني مروح صرت ع سبيطيه
412355,"قبل ساعه بعتلك 
بعين الله",5259104132,2023,3,8,15,5,54,اه انا مرقت بس الي بعدي علقو بالمواجهات بعتت عشان تنتبهو
412356,سالكه هيني مروح صرت ع سبيطيه,5259104132,2023,3,8,15,6,29,
412357,تسلام,5187972433,2023,3,8,15,6,48,
412358,اه انا مرقت بس الي بعدي علقو بالمواجهات بعتت عشان تنتبهو,5208717114,2023,3,8,15,7,34,
412359,ازمة على حوارة يا اخوان,6051244105,2023,3,8,15,7,44,
412360,حاجز حوارة,5159235094,2023,3,8,15,7,58,
412361,الجيش وقفو ع صره هسا للخارج من نابلس,1720433785,2023,3,8,15,8,6,
412362,الكونتينر ازمة مش معروف حاجز ولا ازمة سيارات,5621141740,2023,3,8,15,8,9,
412363,"حواره سالكه يا شباب وما في اي شي 
ودوار سلمان الفارسي سالك تماما",5325563487,2023,3,8,15,8,15,
412364,,5325563487,2023,3,8,15,8,30,
412365,صره في حاجز,5713828138,2023,3,8,15,10,49,
412366,حاجز على صره يلي طالع من نابلس,2054661909,2023,3,8,15,12,14,
412367,سالك تماما,5658073344,2023,3,8,15,12,41,
412368,حومش سالك تماما,5259104132,2023,3,8,15,13,19,
412369,"دوار سلمان الفارسي سالك بكل الاتجاهات 

كامل خط يتسهار سالك ونظيف 

حاجز صرة تفتيش للخارجين من نابلس",5912318119,2023,3,8,15,13,43,
412370,المربعه فاتحه؟,5781492049,2023,3,8,15,14,36,
412371,؟؟,5781492049,2023,3,8,15,15,22,
412372,حاجز صرة عليه تفتيش للي طالع من نابلس,1952993170,2023,3,8,15,15,22,
412373,,5340595476,2023,3,8,15,16,39,
412374,من اريحا لنابلس شو الوضع,5809936340,2023,3,8,15,16,57,
412375,حد مرق من المربعة,5781492049,2023,3,8,15,18,1,
412376,,5708696837,2023,3,8,15,18,31,
412377,كيف حاجز الكونتينر ؟,904048628,2023,3,8,15,19,52,ازمه جدا للي طالع للجنوب
412378,"المربعه سالكه تماما 
هيني فيها",5325563487,2023,3,8,15,21,31,
412379,في شرطة عند عين يبرود,1812658065,2023,3,8,15,22,37,
412380,,5662967730,2023,3,8,15,23,19,
412381,ازمه جدا للي طالع للجنوب,1827882971,2023,3,8,15,24,41,
412382,ازمه الكونتينر حتى من جهة السواحره وقوف تام,1827882971,2023,3,8,15,25,11,
412383,الكونتينر ازمه جدا للي طالع للجنوب,1827882971,2023,3,8,15,25,54,
412384,من جنين إلى رام الله خبرونا كيف الطريق,5275733987,2023,3,8,15,25,55,منيحه حركه سير ماشيه
412385,منيحه حركه سير ماشيه,1827882971,2023,3,8,15,26,3,على بركة الله
412386,جيت صرة نابلس,5693518787,2023,3,8,15,26,9,
412387,طبعا فتحو حاجز جيت صرة نابلس حاليا,5693518787,2023,3,8,15,26,10,
412388,على بركة الله,5275733987,2023,3,8,15,26,45,
412389,,1620978988,2023,3,8,15,27,19,
412391,️حاجز تفتيش على قف تقوع وتفتيش جميع السيارات الماره,1827882971,2023,3,8,15,27,32,
412392,ماعرفت اسم الشوفير؟؟,1827882971,2023,3,8,15,27,56,
412393,,1620978988,2023,3,8,15,28,31,
412394,يحوان نابلس مضربه ولا لا,833575361,2023,3,8,15,29,26,اه مسكره
412395,حاجز على صرة للطالع من نابلس,5708576710,2023,3,8,15,29,27,
412396,طريق نابلس من رام الله,899178422,2023,3,8,15,29,52,
412397,سالك,899178422,2023,3,8,15,29,52,
412398,يخوان طريق رام الله اريحا وضعها,1991251829,2023,3,8,15,29,56,في حاجز على المدخل الجنوبي وباقي الطريق سالك
412399,١ شباب كيف طريقه سهار حواره طريق رام الله,5735400873,2023,3,8,15,31,28,توكل عالله منيحه الطريق
412400,اه مسكره,1827882971,2023,3,8,15,31,42,
412401,ابطريق ااجنوبي,5931073184,2023,3,8,15,32,5,
412402,في حاجز على المدخل الجنوبي وباقي الطريق سالك,1827882971,2023,3,8,15,32,24,
412403,توكل عالله منيحه الطريق,1827882971,2023,3,8,15,32,35,
412404,الطريق الجنوبي ل اريحا وضعو شو شباب,5931073184,2023,3,8,15,32,47,هلا جاوبت اقراو
412405,هلا جاوبت اقراو,1827882971,2023,3,8,15,32,57,
412406,سامحنا  ما شفت شي,5931073184,2023,3,8,15,33,47,
412407,حاجز الكونتينر فتح بس ازمه جدا,1827882971,2023,3,8,15,36,22,
412408,,5147992536,2023,3,8,15,37,5,
412409,,5138309541,2023,3,8,15,37,16,
412410,مسا الخير  كيف حواره وزعتره للطالع من نابلس,1319330701,2023,3,8,15,39,22,؟
412411,بيت فوريك كيف حاجزها,5706458086,2023,3,8,15,40,10,
412412,السلام عليكم كيف حاجز صرة للداخل على نابلس,5684200626,2023,3,8,15,40,27,سالك
412413,؟,1319330701,2023,3,8,15,41,19,؟
412414,للداخل سالك,1895940308,2023,3,8,15,42,52,
412415,سالك,5062314388,2023,3,8,15,42,57,شكرا
412416,الخارج  هسا حطو حاجز,1895940308,2023,3,8,15,43,15,ما في
412417,شكرا,5684200626,2023,3,8,15,43,22,
412418,وين حوارة ؟,5640136471,2023,3,8,15,43,40,
412419,شباب شو وضع النبي صالح,1812965803,2023,3,8,15,43,46,
412420,صرة,1895940308,2023,3,8,15,43,54,
412421,ما في,5062314388,2023,3,8,15,44,8,
412422,هسا مرقت,5062314388,2023,3,8,15,44,14,
412423,كيف صره لطالع من نابلس,5312407180,2023,3,8,15,44,32,
412424,وانا هسا هسا مرقت,1895940308,2023,3,8,15,44,41,
412425,سالك بالاتجاهين,1079951636,2023,3,8,15,44,44,
412427,؟,1319330701,2023,3,8,15,45,35,
412428,حومش سالكه,5888384472,2023,3,8,15,45,37,
412429,؟,1319330701,2023,3,8,15,45,42,سالك
412430,في حاجز على طريق صره تفتيش للخارج,1939086646,2023,3,8,15,46,4,
412431,قلنديا شو وضعها لو سمحتوو؟؟,5628937270,2023,3,8,15,46,9,
412432,سالك,1079951636,2023,3,8,15,46,21,تسلم
412433,تسلم,1319330701,2023,3,8,15,46,31,
412434,صحيح حاجز جيت صرة نابلس رجعو يوقفو السيارات على الخارج من نابلس بعد ما فتحوا,5693518787,2023,3,8,15,48,1,
412435,كيف المعابر بكره,5426235496,2023,3,8,15,48,13,اعلنو اليهود تمديد التسكير للأحد
412436,,5426235496,2023,3,8,15,48,51,
412437,اعلنو اليهود تمديد التسكير للأحد,1439095206,2023,3,8,15,49,10,
412438,شباب طريق رام الله كيف وضعها,5563451783,2023,3,8,15,51,2,
412439,,1620978988,2023,3,8,15,51,11,
412440,شباب المعابر فاتحه بكرى,5416087562,2023,3,8,15,51,42,
412441,شافي شمرون سالكه,5888384472,2023,3,8,15,51,43,
412442,كيف طريق حواره يا شباب,1621329977,2023,3,8,15,52,40,
412443,المعابر في تسكير بكرا ولا لا ؟,1043878291,2023,3,8,15,53,1,
412444,"مسا الخير 
شو وضع حاجز حواره وزعتره لداخل على نابلس",1949040548,2023,3,8,15,54,24,حدا بعرف
412445,في مواصلات شغالة؟,839815759,2023,3,8,15,55,15,؟؟
412446,"كامل خط قلقيلية نابلس سالك ونظيف 
دوار قدوميم سالك ونظيف",5912318119,2023,3,8,15,55,22,
412447,من نابلس لرم الله,839815759,2023,3,8,15,55,25,
412448,حدا بعرف,1949040548,2023,3,8,15,55,35,
412449,,1079951636,2023,3,8,15,56,0,
412450,قبل شوي بعتو هون هاي الصورة وكان سالك حوارة,1079951636,2023,3,8,15,56,11,
412451,؟؟,839815759,2023,3,8,15,57,0,اكيد في ليش ما يكون في
412452,اكيد في ليش ما يكون في,1079951636,2023,3,8,15,57,29,
412453,مهو اضراب حكو,839815759,2023,3,8,15,57,40,
412454,"اضراب تجاري 
ما اظن المواصلات واقفة",1079951636,2023,3,8,15,58,8,
412455,يا جماعة,5621141740,2023,3,8,15,59,11,
412456,بيت ايل منعفة شرطة,5621141740,2023,3,8,15,59,15,صحيح الهم ساعات منتشرين من عيلي ل بيت ايل نعف شرطة
412457,صحيح الهم ساعات منتشرين من عيلي ل بيت ايل نعف شرطة,1079951636,2023,3,8,15,59,51,
412458,حاجز سالك مع تواجد لقوات الاحتلال وحجز مركبة مواطن,5912318119,2023,3,8,16,0,2,
412459,حوارة كيف,1950752121,2023,3,8,16,1,34,
412460,وبوابة عورتا,1950752121,2023,3,8,16,1,48,
412461,يا اخوان حد يحكيلي حواره سالكه,5106635195,2023,3,8,16,2,52,
412462,فتح النبي صالح؟,5341147817,2023,3,8,16,2,55,
412463,حوارة سالك,1079951636,2023,3,8,16,5,15,متاكد
412464,صره سالكه شباب؟,6025876887,2023,3,8,16,6,27,الخارج عليه حاجز
412465,متاكد,1950752121,2023,3,8,16,6,44,
412466,فش اشي عليه,1950752121,2023,3,8,16,6,53,اقل من خمس دقائق وما كان عليه اسي
412467,الخارج عليه حاجز,1079951636,2023,3,8,16,7,5,
412468,اقل من خمس دقائق وما كان عليه اسي,1079951636,2023,3,8,16,7,19,
412469,"كامل خط يتسهار سالك ونظيف 

دوار سلمان الفارسي سالك بكل الاتجاهات",5912318119,2023,3,8,16,7,20,
412470,شو وضع العبيدية شباب,5786891852,2023,3,8,16,8,9,
412471,"مسا الخير 
من اريحا لنابلس كيف الطريق",1042127072,2023,3,8,16,9,6,ما في اشي ع طريق اريحا  نابلس سالكة تماما
412472,ما في اشي ع طريق اريحا  نابلس سالكة تماما,1079951636,2023,3,8,16,9,41,
412473,يسلمو,1042127072,2023,3,8,16,9,58,
412474,ازمه خانقة بالعبيدية,5786891852,2023,3,8,16,10,12,
412475,ال DCO أريحا لساتو مسكر ؟,1807574635,2023,3,8,16,10,12,
412476,حاجز حواره شو الوظع,1757887900,2023,3,8,16,17,5,
412477,رقم جرار شباب بعد اذنكم,1864872380,2023,3,8,16,17,14, هاد الحواري
412478,بأي منطقه بدك اياه,824603726,2023,3,8,16,19,21,
412479,كيف وضع حوارة,2123671369,2023,3,8,16,19,34,
412480,يتسهار سالكه,5275733987,2023,3,8,16,23,39,
412481, هاد الحواري,824603726,2023,3,8,16,25,41,
412482,شباب كيف الطريق من نابلس لرام الله,869967180,2023,3,8,16,26,2,هيني على الطريق طالع الطريق سالكه
412483,حواره سالكه,5275733987,2023,3,8,16,27,31,
412484,مافيها شي,5275733987,2023,3,8,16,27,38,
412485,من طولكرم لجنين كيف,5171305324,2023,3,8,16,29,41,جنين عند عرابة في بوليس بفتشو بس مش كل السيارات
412486,زعترة حوارة في اشي,5650081362,2023,3,8,16,29,56,
412487,دوار بيتا سالك,5275733987,2023,3,8,16,30,8,
412488,هيني على الطريق طالع الطريق سالكه,5228740987,2023,3,8,16,31,38,
412489,شو وضع المربعة؟,5622382618,2023,3,8,16,33,6,
412490,زعتره سالكه,5275733987,2023,3,8,16,33,28,
412491,مافيها شي,5275733987,2023,3,8,16,33,40,
412492,"شباب
حومش شافي شمرون شو وضعها",5349788076,2023,3,8,16,34,51,حد يرد يا مسلمين
412493,حاجز حوارة سالك,5912318119,2023,3,8,16,35,24,
412494,؟؟,5349788076,2023,3,8,16,36,19,
412495,يتسهار سالكة؟,1714639813,2023,3,8,16,39,18,
412496,كيف طريق من اريحا ل نابلس,1127285245,2023,3,8,16,39,43,؟؟؟؟
412497,يعطيكم العافية شو وضع  طريق رام الله طولكرم,5414758108,2023,3,8,16,41,42,
412498,؟؟؟؟,1127285245,2023,3,8,16,41,58,
412499,يتسهار سالكة هلا مرقت منها,1714639813,2023,3,8,16,42,36,
412500,طريق رام الله ملانه سيارات شرطه سويل انتبهواااا,5729195962,2023,3,8,16,43,5,
412501,حد يرد يا مسلمين,5349788076,2023,3,8,16,43,16,
412502,جنين عند عرابة في بوليس بفتشو بس مش كل السيارات,1040710244,2023,3,8,16,46,43,كان في جيش انسحبو
412503,رام الله طولكرم شو وضعها,5414758108,2023,3,8,16,47,9,
412504,كان في جيش انسحبو,1330250778,2023,3,8,16,47,15,
412505,زعتره سالك,5729195962,2023,3,8,16,47,47,
412506,يا شباب حومش وشافي شمرون شو وضعهم,5349788076,2023,3,8,16,48,3,سالكات
412507,كيف وضع حواره شباب,5729195962,2023,3,8,16,48,34,سالك
412508,سالكات,1765380048,2023,3,8,16,48,38,
412509,سالك,1765380048,2023,3,8,16,48,48,
412510,شو وضع صرة ؟,1256256711,2023,3,8,16,49,44,صره فاتحه
412511,,6125648098,2023,3,8,16,50,8,سالكة
412512,,2050464650,2023,3,8,16,50,55,
412513,صره فاتحه,5312407180,2023,3,8,16,51,2,
412514,,5483260469,2023,3,8,16,51,52,
412515,وضع زعتره كيف,968378834,2023,3,8,16,54,23,
412516,؟,968378834,2023,3,8,16,54,25,
412517,طريق بديا وكفر ثلث كيف,968378834,2023,3,8,16,54,39,
412518,,2050464650,2023,3,8,16,54,56,
412519,من نابلس لرامالله شو لوضع يا شباب,1163412582,2023,3,8,16,55,54,٠
412520,اريحاا ل حد عقربا سالكة,1127285245,2023,3,8,16,56,11,
412521,اه سالكة,5342040889,2023,3,8,16,56,32,
412522,سالكة,1127285245,2023,3,8,16,56,37,
412523,شباب شو وضع الطريق من بيت لحم لرام الله حاليا,5403178309,2023,3,8,16,56,48,
412524,الحمرة شو وضعها,1379108885,2023,3,8,16,57,1,؟
412525,حواراا شو وضعهاا,5551894678,2023,3,8,16,57,13,
412526,في مجال للرد,5403178309,2023,3,8,16,57,35,
412527,؟؟؟,5551894678,2023,3,8,16,57,48,
412528,؟,1379108885,2023,3,8,16,58,2,
