id,message,from_id,reply_to,year,month,day,hour,minute,second
424867,قلنديا شو وضعها,848038907,-1,2023,3,14,16,24,33
424868,,6184908102,-1,2023,3,14,16,26,6
424869,شو في عل كونتينر ؟؟,1898804361,-1,2023,3,14,16,27,9
424870,حاجز حوارة سالك ونظيف,5912318119,-1,2023,3,14,16,29,53
424871,"الكونتينر ازمه
 شو القصه ؟",831122946,-1,2023,3,14,16,30,27
424872,مين كاشف بير فوريك,6225291665,-1,2023,3,14,16,30,37
424873,بيت,6225291665,-1,2023,3,14,16,30,42
424874,صرلي نص ساعة,1898804361,424871,2023,3,14,16,31,0
424875,,831122946,-1,2023,3,14,16,31,10
424876,شو القصه Raed,1067759880,-1,2023,3,14,16,31,18
424877,صيانه ولا تفتييش ؟,831122946,-1,2023,3,14,16,31,22
424878,,831122946,-1,2023,3,14,16,32,4
424879,شو قصة الكنتينر مسكر,1940863915,-1,2023,3,14,16,33,32
424880,Raed  سامر  معتصم الحلو  Anas  شو القصه يا اكابر,1067759880,-1,2023,3,14,16,33,54
424881,"يا بغيرو شفت 
يا شفت بدو يغيرنا 🫣🫣",1765380048,424879,2023,3,14,16,34,32
424882,لا في اشي بركضو,831122946,-1,2023,3,14,16,34,50
424883,مو واضح,831122946,-1,2023,3,14,16,35,15
424884,"اركض معهم 😁😁
لحد الان مش واضح",1765380048,424882,2023,3,14,16,35,19
424885,الله يستر,1765380048,-1,2023,3,14,16,35,22
424886,شكلو في اشيي,831122946,-1,2023,3,14,16,35,22
424887,يلا هسا بركض,831122946,424884,2023,3,14,16,35,46
424888,انا هناك,831122946,-1,2023,3,14,16,35,49
424889,من نابلس لزعترة شو الوضع,5656624970,-1,2023,3,14,16,36,0
424890,مبين شو القصة يا شباب ؟,5772801512,-1,2023,3,14,16,36,11
424891,بيت امر ازمة شو القصة وفي اسعافات,5601364087,424882,2023,3,14,16,37,3
424892,لا,831122946,424890,2023,3,14,16,37,10
424893,انا بسأل شو قصة صره ما حد سائل عنها,1067759880,424880,2023,3,14,16,37,25
424894,من زعتره لنابلس كيف الطريق لو سمحت,5400604106,-1,2023,3,14,16,38,11
424895,الكنتينر عاللي فايت سالكة,5772801512,-1,2023,3,14,16,38,39
424896,كيف طريق صرة؟!,5345724999,-1,2023,3,14,16,39,10
424897,كيف الطريق من الخليل لرام الله,5065169801,-1,2023,3,14,16,39,18
424898,الكنتينر عالطالع مسكر,6108439831,-1,2023,3,14,16,39,51
424899,مبارح كانو يغيرو بالمطبات,6108439831,-1,2023,3,14,16,40,33
424900,تعال من طريق سعير ما في ازمه بس هيني عالكنتير مسكر للي طالع,6108439831,-1,2023,3,14,16,41,8
424901,"يسعد مساكم شباب 
حومش لسا عليها حاجز؟",5569844902,-1,2023,3,14,16,42,33
424902,قلنديا المعبر كيف؟؟,1335468906,-1,2023,3,14,16,43,3
424903,شو وضع بيت ايل,5016665453,-1,2023,3,14,16,43,4
424904,طريق زعتره لنابلس فيدونا,5400604106,-1,2023,3,14,16,44,40
424905,مغلق من اكتر من ساعه,1827882971,424876,2023,3,14,16,44,57
424906,لا بدهنو بالشارع😏,1827882971,424881,2023,3,14,16,45,32
424907,حركه سير ماشيه,1827882971,424904,2023,3,14,16,45,53
424908,تسلم,5400604106,-1,2023,3,14,16,46,16
424909,هس طالع من رام الله ع بيت لحم,1091141227,-1,2023,3,14,16,46,17
424910,خف اه,1827882971,424884,2023,3,14,16,46,23
424911,بحكو الكونتينر مسكر,1091141227,-1,2023,3,14,16,46,36
424912,اجل مشوارك الكونتينر مغلق والعيزريه ازمه,1827882971,424909,2023,3,14,16,46,39
424913,شو القصة,1091141227,-1,2023,3,14,16,46,40
424914,حسب علمك بدهم طريشة,1765380048,424906,2023,3,14,16,47,2
424915,مش عارف,1091141227,-1,2023,3,14,16,47,16
424916,خلينا استنى شوي,1091141227,-1,2023,3,14,16,47,24
424917,بس يفتحو منقلك,1827882971,424915,2023,3,14,16,47,30
424918,حبيبنا ياغالي,1091141227,-1,2023,3,14,16,48,31
424919,يسعد مساكم بيت ايل فاتحه,1556991960,-1,2023,3,14,16,49,21
424920,انوس اليوم انت نص نهار,1688669181,424914,2023,3,14,16,49,32
424921,حسب علمكم,1556991960,-1,2023,3,14,16,49,32
424922,فاتحة مع وجود ازمة اخر تحديث,1765380048,424919,2023,3,14,16,50,43
424923,"السلام عليكم 
الكونتيرنر فاتح او لا ؟",1149821844,-1,2023,3,14,16,51,28
424924,شكرا,1556991960,-1,2023,3,14,16,51,30
424925,على علمكم بكرة الطريق كيف وضعها من نابلس لرام الله Anas Raed معتصم,1688669181,-1,2023,3,14,16,51,40
424926,مغللق,1765380048,424923,2023,3,14,16,52,23
424927,ع قولة رائد ادمن بكرا لسا نايم 😁😁,1765380048,424925,2023,3,14,16,52,49
424928,شو وضع الحمرا,2137604164,-1,2023,3,14,16,53,10
424929,ع حاجز حوارة في شرطه,5656624970,-1,2023,3,14,16,53,20
424930,لسا,831122946,424923,2023,3,14,16,54,40
424931,مسكر,5641859768,-1,2023,3,14,16,55,12
424932,الكونتينر,5641859768,-1,2023,3,14,16,55,16
424933,ا فاتح,5641859768,-1,2023,3,14,16,55,20
424934,في حد مروح من نابلس لطولكرم هون يوخذني بطريقه ❤️,742725843,-1,2023,3,14,16,55,38
424935,هلا بصحي الادمن تبع بكرا لانو كان عليه طلب كبير هالفتره. 😩😩,1827882971,424925,2023,3,14,16,55,45
424936,مسكر او فاتح الكونتينر,5641859768,-1,2023,3,14,16,55,46
424937,والله مسكر,1827882971,424936,2023,3,14,16,56,16
424938,اوف,5641859768,-1,2023,3,14,16,56,22
424939,طريق صره كيف ؟,1784287163,-1,2023,3,14,16,56,44
424940,,5829909700,424923,2023,3,14,16,58,29
424941,حاليا سالك,1827882971,424939,2023,3,14,16,58,35
424942,ازا بتضلو تزمرو بتنحو بزياده مابفتحو انا مجرب,1827882971,424940,2023,3,14,16,59,5
424943,انا وراك,831122946,424940,2023,3,14,16,59,20
424944,بش تقطع احكيلنا شو فيه,831122946,-1,2023,3,14,17,0,18
424945,لا بزمرو يمكن مش منتبهين انه فيه ازمة 😂😂😂,1765380048,424942,2023,3,14,17,0,29
424946,منور ياغالي,5829909700,424943,2023,3,14,17,0,32
424947,رح يتنحوا مهمي في واحد عند الحاجز بتفرج ههههههه,831122946,424945,2023,3,14,17,1,12
424949,تشربو اشي اجبلكم اشي🤔,1827882971,424946,2023,3,14,17,1,35
424950,بوجودك,831122946,424946,2023,3,14,17,1,38
424951,طيب,831122946,424949,2023,3,14,17,1,46
424952,شباب الكونتينر مسكر ع الاخر,5016517397,-1,2023,3,14,17,2,29
424953,شكلو في ازمه بعد الكنتينر الحاجز فاتح,2103690846,-1,2023,3,14,17,4,57
424954,شكلك عطشاااان 🤣🤣🤣🤣,1067759880,424951,2023,3,14,17,7,6
424955,"مسا الخير 
شو وضع شافي شمرون للي طالع من نابلس",5554110666,-1,2023,3,14,17,7,55
424956,حومش سالكه تماما حركه سير ماشيه,1827882971,-1,2023,3,14,17,9,16
424957,تكه بكون عندو,1827882971,424955,2023,3,14,17,9,30
424958,شباب شو وضع الحمرا,2137604164,-1,2023,3,14,17,10,38
424959,لقبل نص ساعة سالك توكل على الله,1827882971,424958,2023,3,14,17,10,57
424960,شافي شمرون سالك تماما وفاضي للجهتين,1827882971,-1,2023,3,14,17,12,2
424961,دير شرف سالك تماما وفاضي,1827882971,-1,2023,3,14,17,13,56
424962,بالسلامه يارب,1688669181,424961,2023,3,14,17,14,12
424963,الي معنى يثبت وجودو بصلاة على نبي,1939751497,-1,2023,3,14,17,16,32
424964,الكونتينر معلق لاطالع ولا داخل,1827882971,-1,2023,3,14,17,17,16
424965,شباب شو وضع صرة,1799688812,-1,2023,3,14,17,19,28
424966,سالك ولا مغلق,1799688812,-1,2023,3,14,17,19,39
424967,حاليا سالك,1827882971,424965,2023,3,14,17,19,53
424968,حدا عندو خبر حول اقتحام قبر يوسف ليلة؟,1799688812,-1,2023,3,14,17,20,12
424969,في جنود قريبين عالحاجز بس مش مغلق,1827882971,424966,2023,3,14,17,20,13
424970,مساء الخير وضع حواره للخارج من نابلس,5078534625,-1,2023,3,14,17,22,6
424971,الكنتينر فتح,5722170300,-1,2023,3,14,17,23,29
424972,بس من كتر الازمه بتفكره مسكر,5722170300,-1,2023,3,14,17,23,38
424973,سالك توكل عالله,1827882971,424970,2023,3,14,17,25,49
424974,الكونتينر يعني فتح بس ازمه,5641859768,-1,2023,3,14,17,27,59
424975,????,5641859768,424974,2023,3,14,17,28,27
424976,كدوميم نظيف,786769864,-1,2023,3,14,17,29,18
424977,بوابة عين يبرود مغلقة,1808918811,-1,2023,3,14,17,29,26
424978,,5362111058,-1,2023,3,14,17,30,11
424979,الكونتينر  ..فاتح ولكن ازمة خانقة جدا جدا بدون سبب,841492395,-1,2023,3,14,17,33,10
424980,الداخل والخارج للكونتينر ازمة شديدة جدا والسير بطيء,841492395,-1,2023,3,14,17,33,10
424981,مدخل الخليل ازمة والشرطة مسكرين المدخل من جهة راس الجورة,788353949,-1,2023,3,14,17,34,18
424982,🔹 قوات الاحت، لال تغلق بيت عينون بالاتجاهين إضافة إلى إغلاق كف 35  وتنصب حاجزا على مدخل رأس الجورة,788353949,-1,2023,3,14,17,36,33
424983,,5362111058,-1,2023,3,14,17,37,53
424984,شو وضع حواره ؟؟,5667337049,-1,2023,3,14,17,40,46
424985,كيف طريق راس كركر  يخوان,1681697497,-1,2023,3,14,17,41,22
424986,هيو قدامك الفيديو 😩,1827882971,424984,2023,3,14,17,46,33
424987,شو وضع صره,1067759880,-1,2023,3,14,17,47,3
424988,كيف طريق اريحا رام الله,5660863962,-1,2023,3,14,17,47,13
424989,قريبا رح اغير اسمها,1827882971,424987,2023,3,14,17,47,17
424990,حاليا مافي اشي,1827882971,424988,2023,3,14,17,47,52
424991,انت الخبير في شؤون صره هههههه,1067759880,424989,2023,3,14,17,48,1
424992,يبرود البوابة مسكرة,5948408348,-1,2023,3,14,17,49,59
424993,نابلس فاتحه؟,1756870814,-1,2023,3,14,17,50,44
424994,فاتحة اه,1278989564,424993,2023,3,14,17,50,54
424995,فش اشي عطريق؟,1756870814,-1,2023,3,14,17,51,12
424996,من وين لوين طالع,1278989564,424995,2023,3,14,17,51,18
424997,من زعتره لنابلس,1756870814,-1,2023,3,14,17,51,48
424998,سالكة,1278989564,424997,2023,3,14,17,52,1
424999,تمام🤍,1756870814,-1,2023,3,14,17,52,11
425000,في اشي مفرق المغير وطريق مخماس ؟؟,5772801512,-1,2023,3,14,18,0,29
425001,شباب شو في على طريق كرني شمرون,2145015369,-1,2023,3,14,18,2,46
425002,يتسهار ملان سيارات واقفة عند جلعاد في شي .؟,1593368294,-1,2023,3,14,18,7,53
425003,شباب شو وضع الطريق من قلقيليه  لرام الله,517460412,-1,2023,3,14,18,8,30
425004,شباب في اشي ع يتسهار,1164238699,-1,2023,3,14,18,8,33
425005,حاجز ع صره,5359288653,-1,2023,3,14,18,8,36
425006,سيارات اسعاف إسرائيلية طلعة جهة مفرق صرة,1164238699,-1,2023,3,14,18,8,59
425007,زعترة سالكه,5634820535,-1,2023,3,14,18,10,5
425008,شو وضع طريق حواره,5353876037,-1,2023,3,14,18,13,10
425009,سالكه,5353876037,-1,2023,3,14,18,13,16
425010,دوار سلمان الفارسي سالك بكل الاتجاهات,5912318119,-1,2023,3,14,18,13,17
425011,,5247185312,425006,2023,3,14,18,14,23
425012,الكونتينر مسكر ؟,1896021883,-1,2023,3,14,18,15,6
425013,اه طلعو إسعاف وسيارتين إطفاء هسا من كرني شمرون,2145015369,425011,2023,3,14,18,15,24
425014,قوي الحادث؟,1097240873,-1,2023,3,14,18,15,25
425015,,1097240873,-1,2023,3,14,18,15,45
425016,,6274639674,-1,2023,3,14,18,18,18
425017,,6274639674,-1,2023,3,14,18,18,26
425018,,6274639674,-1,2023,3,14,18,18,45
425019,حوارة كيف ؟,1289347445,-1,2023,3,14,18,19,30
425020,حادث سير بين سياره عربيه وسيارة جيش,1557932670,425006,2023,3,14,18,20,59
425021,شباب يسعد مساكم طريق اتسهار كيف,5520030575,-1,2023,3,14,18,21,37
425022,في عليه حادث سير,1557932670,425021,2023,3,14,18,22,2
425023,"ان شآء الله سليمة
يا خي صار الحوادث مع سيارات الجيش كثيرة بالفترة الاخيرة",1688669181,425020,2023,3,14,18,22,2
425024,لانهم بقر، بلف الجب بنص الشارع وما بعطي اولويه ولا اشاره,1557932670,425023,2023,3,14,18,22,46
425025,الله يلطف في اخوانا العرب المصابين,1164238699,425020,2023,3,14,18,22,54
425026,"صرة سالك للداخل

حاجز للخارج مع ازمة خفيفة",1870516262,-1,2023,3,14,18,22,58
425027,بعين الله,1688669181,425024,2023,3,14,18,23,23
425028,شو وضع الحادث ان شاء الله ما في اصابات,5192862161,-1,2023,3,14,18,25,13
425029,انشاء الله خير,6033617464,425028,2023,3,14,18,26,9
425030,لا حول ولا قوه الا بالله، الله يريحنا منهم,1557932670,425027,2023,3,14,18,27,26
425031,كيف طريق عيزريه ل بيت لحم,848462897,-1,2023,3,14,18,34,12
425032,لو سمحتو شو وضع الكونتينر للي طالع من بيت لحم,891078376,-1,2023,3,14,18,34,32
425033,في حدا بموقع حادث يتسهار شباب,5102403032,-1,2023,3,14,18,43,47
425034,شباب كيف يتسهار,5119283711,-1,2023,3,14,18,46,25
425035,كيف حوارة ؟,5261342198,-1,2023,3,14,18,46,47
425036,كيف الطريق من زعترة ل نابلس,1124157408,-1,2023,3,14,18,48,13
425037,حاجز حواره سالك ؟,1835700526,-1,2023,3,14,18,48,51
425038,يا شباب شو وضع الطريق من رامالله لنابلس الرجاء الرد السريع,5597505205,-1,2023,3,14,18,54,23
425039,لحد زعتر سالك انا في الطريق,1538345061,-1,2023,3,14,18,54,43
425040,حاجز على دوار دير شرف,1620978988,-1,2023,3,14,18,57,7
425041,للي طالع من جنين,1620978988,-1,2023,3,14,18,57,25
425042,صرة كيف وضعها شباب؟,1869088195,-1,2023,3,14,19,12,47
425043,"دوار سلمان الفارسي سالك بكل الاتجاهات 

كامل خط يتسهار سالك",5912318119,-1,2023,3,14,19,13,19
425044,خط تل المربعة سالك ونظيف,5912318119,-1,2023,3,14,19,16,6
425045,حوارةً وزعترة كيف?,1805563831,-1,2023,3,14,19,24,43
425046,حاجز حوارع,5345097313,-1,2023,3,14,19,25,10
425047,كيف,5345097313,-1,2023,3,14,19,25,12
425048,حاجز حواره,5345097313,-1,2023,3,14,19,25,17
425049,حواره كيف وضعها,5687075166,-1,2023,3,14,19,29,19
425052,من رام الله لطولكرم حاليًا كيف الطرق؟,1717070529,-1,2023,3,14,19,33,30
425053,دير شرف كيف يا شباب للي داخل عنابلس يسعد مساكم,5454069089,-1,2023,3,14,19,35,26
425054,سالكه,1767470945,-1,2023,3,14,19,37,17
425055,صرة شو الوضع,5504097780,-1,2023,3,14,19,38,30
425056,شباب طريق من نابلس ل جنين شو وضعو,5918982808,-1,2023,3,14,19,40,15
425057,شو وضع طريق أريحا,5716230268,-1,2023,3,14,19,42,4
425058,حوارة وزعترة سالكة,1805563831,-1,2023,3,14,19,43,22
425059,شباب طريق من نابلس ل جنين كيف؟,5918982808,-1,2023,3,14,19,48,37
425060,المربعه شو الوضع؟,1825618027,-1,2023,3,14,19,54,4
425061,"كانت سالكة بدون حواجز 
بس مرقت كان في جيب وشكلهم حطو حاجز حاليا",5089774017,425060,2023,3,14,20,9,7
425062,شباب من حد ما بلغت انو في مخصوم على دير شرف الدوار حجزوني واخذو تلفوني والهوية وهسه فلتوني وحلو المخصوم ليش بعرفش,1620978988,-1,2023,3,14,20,11,10
425063,من ساعه تقريبا,1620978988,-1,2023,3,14,20,12,27
425064,شو وضع بيت عنون,1172414837,-1,2023,3,14,20,18,38
425065,"مساء الخير 
الطريق من حوارة لنابلس سالكة تماما 
للجهتين",5104664139,-1,2023,3,14,20,19,58
425066,شبتب شيلو وزعترا,5632682332,-1,2023,3,14,20,20,8
425067,كيف,5632682332,-1,2023,3,14,20,20,11
425068,الوضع,5632682332,-1,2023,3,14,20,20,12
425069,حوارة سالك ما في اشي حاليا,1013133034,-1,2023,3,14,20,20,16
425070,الف سلامة,1079951636,425062,2023,3,14,20,21,17
425071,مبين في حد منهم معنا هون بالمجموعة ههههههه,1312264512,425062,2023,3,14,20,22,17
425072,شباب طريق صره فاتحه,6240296385,-1,2023,3,14,20,24,42
425073,انا من مجموعة,5815087158,425071,2023,3,14,20,25,4
425074,هههه,5815087158,425073,2023,3,14,20,25,29
425075,كيف  المربعه,1049249001,-1,2023,3,14,20,26,7
425076,شباب حد بعرف طريق قلقيليه نابلس فاتحه,6240296385,-1,2023,3,14,20,26,42
425077,شباب طريق حزما نابلس كيف,5152655361,-1,2023,3,14,20,31,20
425078,فاتحة,5693518787,425072,2023,3,14,20,31,49
425079,شو وضع حوارة,5588790380,-1,2023,3,14,20,36,39
425080,حوارة سالكة 100%,1282518831,-1,2023,3,14,20,37,43
425081,وزعترة كمان,1282518831,-1,2023,3,14,20,38,4
425082,سالكة,1282518831,-1,2023,3,14,20,38,57
425084,سالكة,1282518831,425077,2023,3,14,20,39,27
425085,تسلم اخوي,1620978988,425071,2023,3,14,20,39,39
425086,تسلم حبيب,1620978988,425070,2023,3,14,20,39,56
425087,تسلم اخوي,5152655361,425084,2023,3,14,20,46,47
425088,وضع صره كيف,5408434590,-1,2023,3,14,20,47,6
425089,سالكة,1983074906,425088,2023,3,14,20,47,49
425090,احلف,5408434590,425089,2023,3,14,20,48,23
425091,مسا الخير يا شباب,1366419436,-1,2023,3,14,20,50,29
425092,نابلس لطولكرم كيف,1366419436,-1,2023,3,14,20,50,38
425093,مين عند واد قانا,1518214170,-1,2023,3,14,20,53,2
425094,يخوان حادث واد قانا  كيف؟,1518214170,-1,2023,3,14,20,54,46
425095,كيف وضع حوارة يخوان,5317200968,-1,2023,3,14,20,55,6
425096,الف سلامة عليك,1018320076,425062,2023,3,14,20,55,29
425097,من رام الله لنابلس كيف يا شباب,5053618987,-1,2023,3,14,21,53,27
425098,شباب شو وضع طريق رام الله نابلس,5053618987,-1,2023,3,14,21,55,20
425099,كل الاحترام,1620978988,425096,2023,3,14,21,58,53
425100,بكره في مدرسه بعنبتا,5963007887,-1,2023,3,14,22,9,53
425102,"عرين [5201416649] يقوم بإرسال رسائل مزعجة .. 
العقوبة: مكتوم 🔇 حتى 15/03/2023 11:58.",5811611567,425101,2023,3,14,22,58,14
425103,مخصوم دير شرف مسكر,1889851596,-1,2023,3,14,23,6,7
425104,بعتقلو بشباب,1889851596,-1,2023,3,14,23,6,22
425105,,5688537231,-1,2023,3,14,23,9,57
425106,صره كيف شباب ؟؟,5688537231,-1,2023,3,14,23,10,12
425107,اعتقال 5 شباب على دير شرف من داخل جيب كيا لون سلفر مجهولين الهويه,5609591253,-1,2023,3,14,23,14,36
425108,اذا في حد من الشباب موجود هناك يصور الجيب خلينا ننشر الصورة و نعرف مين الشباب لانو الدنيا ليل وقليل الناس الي عم تتحرك حاليا,1312264512,425107,2023,3,14,23,16,4
425109,مش مبين,5609591253,-1,2023,3,14,23,16,21
425110,فتحو هسا,5619501619,425103,2023,3,14,23,16,28
425111,شو نوع الجيب كيا ايش,1079951636,425109,2023,3,14,23,16,38
425112,في تصوير الجب مش مبين,5609591253,-1,2023,3,14,23,16,38
425113,لون سلڤر,5609591253,-1,2023,3,14,23,16,46
425114,جب كيا لون سلفر,925832509,-1,2023,3,14,23,16,59
425115,هنداي,1889851596,-1,2023,3,14,23,17,12
425116,توسان,1889851596,-1,2023,3,14,23,17,19
425117,سكني,1889851596,-1,2023,3,14,23,17,33
425118,الي شايفه يصوره خلينا نعرف مين الشباب,2013101750,-1,2023,3,14,23,18,7
425119,,5609591253,-1,2023,3,14,23,18,23
425120,مش مبين اشي يخوي,5609591253,425118,2023,3,14,23,18,26
425121,,5609591253,-1,2023,3,14,23,19,14
425122,عند شافي شمرون,1079951636,425119,2023,3,14,23,19,16
425123,اه,5609591253,-1,2023,3,14,23,19,23
425124,مش ضروري فيديو .. ارفع الجوال شوي وحاول القط صورة الجيب,1312264512,425119,2023,3,14,23,19,33
425125,الجب بالمستعمرة جوا مش مبين,5609591253,-1,2023,3,14,23,20,3
425126,بس الجيش والجنود مبينين,5609591253,-1,2023,3,14,23,20,10
425127,بسيطه,1312264512,-1,2023,3,14,23,20,21
425128,ربنا يهون عليهم الشباب,1312264512,-1,2023,3,14,23,20,39
425129,اللهم امين وعالجميع,5609591253,-1,2023,3,14,23,21,1
425130,المفترض الي بحس وعارف حاله في عليه اشي المفترض يتجنب المرور عبر الحواجز,1199298727,-1,2023,3,14,23,22,28
425131,"قوات الاحتلال تعتقل ثلاث شبان على حاجز دير شرف وهم 
اسماء المعتقلين

مصعب سوقية 
مجد ابو سرية 
محمد ابو عبيد",5638336477,-1,2023,3,14,23,33,21
425132,شباب شو وضع صرة سالكة ؟؟,5737613265,-1,2023,3,15,0,6,7
425133,صباح الخير الطريق من حنين لرام الله كيف,1860140768,-1,2023,3,15,0,7,26
425134,صباح الخير شباب شو وضع دير شرف,5156350229,-1,2023,3,15,0,54,17
425472,حاجز حوارة سالك ونظيف,5912318119,-1,2023,3,15,8,39,41
425473,شو وضع بيت ايل سالم ولا ازمة ؟,1660365988,-1,2023,3,15,8,39,52
425476,وين احسن مدخل لرام الله؟,1780763421,-1,2023,3,15,8,43,17
425477,,5521584337,-1,2023,3,15,8,44,38
425478,ف طخ عحومش؟,1601273558,-1,2023,3,15,8,46,0
425479,"في""",1601273558,-1,2023,3,15,8,46,7
425480,شوفي,1601273558,-1,2023,3,15,8,46,11
425483,كيف الطريق لطولكرم؟,1436635002,-1,2023,3,15,8,50,44
425485,,5711420015,-1,2023,3,15,8,52,40
425486,اوف هاي ازمة,1780763421,425485,2023,3,15,8,53,23
425570,ترمسعيا لسنجل سالكه,1827882971,-1,2023,3,15,10,35,38
425572,حاليا حركه سير طبيعيه توكل عالله,1827882971,425571,2023,3,15,10,38,4
425573,يسلمهم,2044686900,-1,2023,3,15,10,38,14
425574,حاجز حوارة سالك ونظيف,5912318119,-1,2023,3,15,10,38,17
425576,جاهز,5912318119,425575,2023,3,15,10,39,35
425577,شافي شمرون حاليا سالك,5678434958,-1,2023,3,15,10,39,44
425578,الكونتينر سالك على الجهتين,5791869738,-1,2023,3,15,10,40,5
425581,سالك؟,1069085160,-1,2023,3,15,10,41,9
425582,للي داخل ع نابلس,1069085160,-1,2023,3,15,10,41,15
425583,سالك ييتسهار وحواره وصره,1827882971,425580,2023,3,15,10,42,1
425584,شكرا,1069085160,-1,2023,3,15,10,42,22
425586,🚨سيارتين شرطه من عوفرا باتجاه عيون الحراميه,1827882971,-1,2023,3,15,10,45,52
425587,طريق من نابلس حواره لطريق رام الله كسارات الطريفي سالكه للجهتين مع وجود شرطه,1827882971,-1,2023,3,15,10,48,9
425589,حاجز صرة سالك ونظيف,5912318119,-1,2023,3,15,10,51,40
425590,دوار قدوميم سالك ونظيف,5912318119,-1,2023,3,15,10,52,52
425592,حاليا سالك,1827882971,425591,2023,3,15,10,53,7
425593,شباب كيف طريق دير شرف,5639733633,-1,2023,3,15,10,53,17
425595,اخوي بعد الاشاره غي ازمه ولا زي مبارح,1651433971,425588,2023,3,15,10,57,49
425597,لا سالكه توكل عالله,1827882971,425595,2023,3,15,10,59,39
425598,صرت فايت من عين يبرود خفت تكون ازمه بدي اتاخر معي مقاصه,1651433971,425597,2023,3,15,11,0,32
425599,جيب جيش واقف محل ما استشهدو الشباب في صرة,1742677531,-1,2023,3,15,11,0,48
425601,ازمه خفيفه على اخر طلوع حزمه,1827882971,-1,2023,3,15,11,2,58
425603,شو وضع صرة يا شباب ؟,2036085272,-1,2023,3,15,11,6,15
425604,سالك,5079239736,425603,2023,3,15,11,7,14
425605,حوارة,5948408348,-1,2023,3,15,11,8,53
425606,تواجد كثيف لقوات الاحتلال فى محيط نقطة مفرق جت صرة,5912318119,-1,2023,3,15,11,9,1
425607,شو وضعها شباب,5948408348,-1,2023,3,15,11,9,28
425608,حركه سير ماشيه وسالكه,1827882971,425607,2023,3,15,11,12,45
425609,ايش في عصرة ؟ مع العلم انه سالك,1079951636,-1,2023,3,15,11,14,26
425610,قالب جب جيش,5678434958,425609,2023,3,15,11,15,10
425611,شالوضع ع حوارة,5334246095,-1,2023,3,15,11,16,23
425612,سالكه,1827882971,425611,2023,3,15,11,16,39
425613,فش ازمة يعني اه,5334246095,-1,2023,3,15,11,16,47
425614,لهلا لا حركه سير ماشيه,1827882971,425613,2023,3,15,11,17,19
425615,العيزريه ازمه للي نازل للشمال,1827882971,-1,2023,3,15,11,17,23
425616,مبارح باليل صار حادث على خط يتسهار  جب جيش مع سيارة فلسطينية احتمال يكون هاد الجب,5912318119,425609,2023,3,15,11,17,35
425617,الي جاي من الكونتينر للعيزريه ازمه,1827882971,-1,2023,3,15,11,19,5
425618,حاجز ع صرة,1729080223,-1,2023,3,15,11,21,34
425619,كيف طرق من جنين لنابلس,1968948767,-1,2023,3,15,11,22,22
425620,سالك حوكش وشافي شمرون,1827882971,425619,2023,3,15,11,23,15
425621,"حاجز صرة سالك ونظيف 


كامل خط يتسهار سالك ونظيف 

دوار سلمان الفارسي سالك بكل الاتجاهات ونظيف",5912318119,-1,2023,3,15,11,23,53
425622,سمعت سكر صرة,2036085272,425621,2023,3,15,11,24,15
425623,في تجمعات جيش كبيرة عليه,1729080223,-1,2023,3,15,11,24,37
425624,الكونتينر سالك تماما للجهتين,1827882971,-1,2023,3,15,11,24,44
425625,شافي شمرون توقيف سيارات بشكل عشوائي,5454212460,-1,2023,3,15,11,25,20
425626,انا مريت من ١٠د كان مافى شى بس تجمع للجيش,5912318119,425622,2023,3,15,11,27,8
425627,شوي وبكون عليه انا وبخبركم,1278989564,425626,2023,3,15,11,27,29
425628,تجمعات جيش ع نقطة جيت العسكريه و في باص يمام على مفرق صره مكان استشهاد الشباب الله يرحمهم,5618124629,-1,2023,3,15,11,28,22
425629,"هاد الفيديو من ربع ساعة حاجز صرة سالك 


تواجد كثيف لقوات الاحتلال بمحيط نقطة جت صرة",5912318119,-1,2023,3,15,11,29,19
425630,مبارح الاحتلال أعلن فى مناورات احتمال هاد جزء من المناورات,5912318119,425629,2023,3,15,11,32,38
425631,صحيح,2036085272,425630,2023,3,15,11,32,55
425632,العبيديه كثافه سير بسبب الشاحنات,1827882971,-1,2023,3,15,11,33,12
425633,"كامل خط تل المربعة سالك ونظيف 


بوابة جسر مادما مغلقة",5912318119,-1,2023,3,15,11,33,16
425634,تواجد للجيش عند مفرق صرة فوق بس بعملوش اشي,1278989564,-1,2023,3,15,11,34,36
425635,شو وضع حوارة,5366544087,-1,2023,3,15,11,35,20
425636,ىزعترة,5366544087,-1,2023,3,15,11,35,25
425637,شو وضع الحاجز ؟,2036085272,425634,2023,3,15,11,36,3
425638,"مفرق جيت صرة بكل الاتجاهات سالك تماما
حاجز صرة سالك وفاضي",1278989564,-1,2023,3,15,11,36,36
425639,حركه سير ماشيه مافي حواجز,1827882971,425635,2023,3,15,11,36,38
425640,"فاضي
هسه بوصل الفيديو",1278989564,425637,2023,3,15,11,36,39
425641,مفرق صره عند برج الجيش,5188891191,-1,2023,3,15,11,39,43
425642,بوابة مادما مغلقة,1278989564,-1,2023,3,15,11,40,12
425643,مفرق يتسهار فاضي,1278989564,-1,2023,3,15,11,40,51
425644,حاجز الحمرا فاضي وسالك بالاتجاهين,5791869738,-1,2023,3,15,11,41,32
425645,النازل من يتسهار للدوار سالك,1278989564,-1,2023,3,15,11,41,58
